Locus	TAIR internal locus id	Gene Model(s)	GO term	GO ID	TAIR internal GO id	category	GO Slim(s)	Evidence code	Reference	Made by	date last modified
AT4G00740	2117733	AT4G00740	pectin biosynthetic process	GO:0045489	12231	proc	other metabolic processes | carbohydrate metabolic process | biosynthetic process	IEA	AnalysisReference:501757242		11/22/2022 00:00:00
AT4G00740	2117733	AT4G00740	Golgi membrane	GO:0000139	54	comp	other membranes | other intracellular components | Golgi apparatus	IDA	Publication:501743585|PMID:21725030  		06/18/2020 00:00:00
AT4G00740	2117733	AT4G00740	mitochondrion	GO:0005739	486	comp	mitochondrion	HDA	Publication:501761766|PMID:25293756  		04/04/2019 00:00:00
AT4G00740	2117733	AT4G00740	Golgi apparatus	GO:0005794	48	comp	Golgi apparatus	HDA	Publication:501718909|PMID:16618929  	TAIR	05/12/2021 00:00:00
AT4G00740	6532561184	AT4G00740.2	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G00740	2117733	AT4G00740	cytoplasm	GO:0005737	231	comp	cytoplasm	IBA	Communication:501741973		04/20/2022 00:00:00
AT4G00740	2117733	AT4G00740	Golgi apparatus	GO:0005794	48	comp	Golgi apparatus	HDA	Publication:501750648|PMID:22923678  		04/07/2021 00:00:00
AT4G00740	2117733	AT4G00740	cell wall biogenesis	GO:0042546	13564	proc	other cellular processes	IMP	Publication:501743585|PMID:21725030  		03/31/2021 00:00:00
AT4G00750	2117728	AT4G00750	shoot system development	GO:0048367	18906	proc	anatomical structure development | multicellular organism development	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G00750	2117728	AT4G00750	cellular nitrogen compound biosynthetic process	GO:0044271	19681	proc	biosynthetic process | other cellular processes | other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G00750	2117728	AT4G00750	Golgi apparatus	GO:0005794	48	comp	Golgi apparatus	HDA	Publication:501750648|PMID:22923678  		04/07/2021 00:00:00
AT4G00750	2117728	AT4G00750	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TAIR	10/28/2021 00:00:00
AT4G00750	2117728	AT4G00750	hormone-mediated signaling pathway	GO:0009755	11413	proc	signal transduction | response to chemical | other cellular processes | response to endogenous stimulus	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G00750	2117728	AT4G00750	cytosol	GO:0005829	241	comp	cytosol	HDA	Publication:501776792|PMID:28887381  		04/04/2019 00:00:00
AT4G00750	2117727	AT4G00750.1	Golgi apparatus	GO:0005794	48	comp	Golgi apparatus	HDA	Publication:501747810|PMID:22430844  		05/12/2021 00:00:00
AT4G00750	2117728	AT4G00750	Golgi apparatus	GO:0005794	48	comp	Golgi apparatus	HDA	Publication:501718909|PMID:16618929  	TAIR	05/12/2021 00:00:00
AT4G00750	2117728	AT4G00750	organic substance catabolic process	GO:1901575	44214	proc	other metabolic processes | catabolic process	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G00750	2117728	AT4G00750	endosome	GO:0005768	272	comp	endosome	HDA	Publication:501750648|PMID:22923678  		04/07/2021 00:00:00
AT4G00750	2117728	AT4G00750	cellular catabolic process	GO:0044248	19683	proc	other cellular processes | catabolic process | other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G00750	2117728	AT4G00750	trans-Golgi network	GO:0005802	57	comp	Golgi apparatus | other intracellular components	HDA	Publication:501750648|PMID:22923678  		04/07/2021 00:00:00
AT4G00750	2117728	AT4G00750	cytoplasm	GO:0005737	231	comp	cytoplasm	IBA	Communication:501741973		04/20/2022 00:00:00
AT4G00990	2125221	AT4G00990	cytoplasm	GO:0005737	231	comp	cytoplasm	IDA	Publication:501776082|PMID:28650521  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	epigenetic regulation of gene expression	GO:0040029	10745	proc	regulation of gene expression, epigenetic	IMP	Publication:501776082|PMID:28650521  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	histone H3-K9 demethylation	GO:0033169	27052	proc	cellular component organization | other metabolic processes	IDA	Publication:501795135|PMID:34197643  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	histone H3-K9 demethylation	GO:0033169	27052	proc	other metabolic processes | cellular component organization	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G00990	2125221	AT4G00990	regulation of transcription by RNA polymerase II	GO:0006357	7463	proc	nucleobase-containing compound metabolic process | biosynthetic process | other metabolic processes | other cellular processes	IBA	Communication:501741973		03/31/2021 00:00:00
AT4G00990	2125221	AT4G00990	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501795135|PMID:34197643  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	defense response to bacterium	GO:0042742	14972	proc	response to biotic stimulus | response to stress | response to external stimulus	IMP	Publication:501776082|PMID:28650521  	TAIR	08/15/2017 00:00:00
AT4G00990	2125221	AT4G00990	positive regulation of response to water deprivation	GO:1902584	45639	proc	response to abiotic stimulus | response to chemical | response to stress	IMP	Publication:501795135|PMID:34197643  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	response to water deprivation	GO:0009414	5647	proc	response to abiotic stimulus | response to stress | response to chemical	IEP	Publication:501795135|PMID:34197643  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	histone H3K9 demethylase activity	GO:0032454	25449	func	catalytic activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G00990	2125221	AT4G00990	epigenetic regulation of gene expression	GO:0040029	10745	proc	regulation of gene expression, epigenetic	IMP	Publication:501795135|PMID:34197643  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	regulation of photoperiodism, flowering	GO:2000028	35576	proc	multicellular organism development | reproduction | anatomical structure development | post-embryonic development | response to light stimulus	IMP	Publication:501776082|PMID:28650521  	TAIR	08/15/2017 00:00:00
AT4G00990	2125221	AT4G00990	chromatin	GO:0000785	14233	comp	other intracellular components	IBA	Communication:501741973		09/29/2022 00:00:00
AT4G00990	6532557705	AT4G00990.3	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G00990	2125221	AT4G00990	histone H3K9 demethylase activity	GO:0032454	25449	func	catalytic activity	IDA	Publication:501776082|PMID:28650521  	TAIR	08/15/2017 00:00:00
AT4G00990	6532559156	AT4G00990.2	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G00990	2125221	AT4G00990	regulation of stomatal closure	GO:0090333	35355	proc	other cellular processes	IMP	Publication:501795135|PMID:34197643  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	transcription coregulator activity	GO:0003712	4446	func	transcription regulator activity	IBA	Communication:501741973		04/20/2022 00:00:00
AT4G00990	2125221	AT4G00990	histone deacetylase complex	GO:0000118	353	comp	nucleus | nucleoplasm	IBA	Communication:501741973		04/02/2021 00:00:00
AT4G00990	2125221	AT4G00990	histone H3-K9 demethylation	GO:0033169	27052	proc	other metabolic processes | cellular component organization	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT4G00990	2125221	AT4G00990	nucleus	GO:0005634	537	comp	nucleus	IDA	Publication:501795135|PMID:34197643  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	nucleus	GO:0005634	537	comp	nucleus	IDA	Publication:501776082|PMID:28650521  		05/04/2022 00:00:00
AT4G00990	3439520	AT4G00990.1	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G00990	2125221	AT4G00990	response to bacterium	GO:0009617	7120	proc	response to external stimulus | response to biotic stimulus	IEP	Publication:501776082|PMID:28650521  		05/04/2022 00:00:00
AT4G00990	2125221	AT4G00990	chromatin DNA binding	GO:0031490	21178	func	chromatin binding | DNA binding	IBA	Communication:501741973		04/20/2022 00:00:00
AT4G00990	2125221	AT4G00990	histone H3K9 demethylase activity	GO:0032454	25449	func	catalytic activity	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT4G01010	2125205	AT4G01010.1	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G01010	6532561480	AT4G01010.2	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G01010	2125206	AT4G01010	ion channel activity	GO:0005216	2912	func	transporter activity	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT4G01010	2125206	AT4G01010	response to abscisic acid	GO:0009737	11395	proc	response to endogenous stimulus | response to chemical	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G01010	2125206	AT4G01010	hormone-mediated signaling pathway	GO:0009755	11413	proc	response to endogenous stimulus | response to chemical | other cellular processes | signal transduction	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G01010	2125206	AT4G01010	response to water	GO:0009415	7596	proc	response to abiotic stimulus | response to chemical	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G01040	2124988	AT4G01040	extracellular region	GO:0005576	294	comp	extracellular region	IBA	Communication:501741973		04/02/2021 00:00:00
AT4G01040	2124988	AT4G01040	chitin binding	GO:0008061	1899	func	other binding	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT4G01040	2124988	AT4G01040	oligosaccharide binding	GO:0070492	31620	func	carbohydrate binding	IBA	Communication:501741973		04/02/2021 00:00:00
AT4G01040	2124988	AT4G01040	endoplasmic reticulum	GO:0005783	268	comp	endoplasmic reticulum	HDA	Publication:501750648|PMID:22923678  		04/07/2021 00:00:00
AT4G01040	2124988	AT4G01040	carbohydrate metabolic process	GO:0005975	5291	proc	carbohydrate metabolic process	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT4G01140	2125003	AT4G01140	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TIGR	10/04/2003 00:00:00
AT4G02710	2132348	AT4G02710	response to light stimulus	GO:0009416	6176	proc	response to light stimulus	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G02710	2132348	AT4G02710	actin filament binding	GO:0051015	18617	func	other binding | protein binding	IBA	Communication:501741973		04/02/2021 00:00:00
AT4G02710	2132348	AT4G02710	RNA metabolic process	GO:0016070	4899	proc	other metabolic processes | nucleobase-containing compound metabolic process	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G02710	2132347	AT4G02710.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02710	2132348	AT4G02710	plasma membrane	GO:0005886	570	comp	plasma membrane	IBA	Communication:501741973		09/10/2021 00:00:00
AT4G02710	2132347	AT4G02710.1	plasma membrane	GO:0005886	570	comp	plasma membrane	HDA	Publication:501710480|PMID:14506206  		04/12/2021 00:00:00
AT4G02730	2140215	AT4G02730	Cul4-RING E3 ubiquitin ligase complex	GO:0080008	29799	comp	other cellular components	ISS	Publication:501723872|PMID:18223036  	TAIR	08/22/2008 00:00:00
AT4G02730	3439968	AT4G02730.1	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02730	2140215	AT4G02730	histone binding	GO:0042393	12058	func	protein binding	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G02730	2140215	AT4G02730	Set1C/COMPASS complex	GO:0048188	15280	comp	other intracellular components | nucleus | nucleoplasm	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G02730	2140215	AT4G02730	Cul4-RING E3 ubiquitin ligase complex	GO:0080008	29799	comp	other cellular components	ISS	Publication:501725142|PMID:18552200  	TAIR	08/22/2008 00:00:00
AT4G02730	2140215	AT4G02730	histone H3-K4 methylation	GO:0051568	21723	proc	other cellular processes | cellular component organization | other metabolic processes	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G02760	6532551362	AT4G02760.8	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02760	6532552889	AT4G02760.4	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02760	6532560787	AT4G02760.7	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02760	2140245	AT4G02760	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TAIR	10/28/2021 00:00:00
AT4G02760	6532551349	AT4G02760.6	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02760	6532551363	AT4G02760.9	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02760	2140244	AT4G02760.1	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02760	6530297340	AT4G02760.3	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02760	6532551352	AT4G02760.5	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G02760	2140245	AT4G02760	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	GO:0031146	19827	proc	other cellular processes | other metabolic processes | catabolic process | protein metabolic process	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G02760	2140245	AT4G02760	SCF ubiquitin ligase complex	GO:0019005	7868	comp	other cellular components	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G03210	2125437	AT4G03210	xyloglucan metabolic process	GO:0010411	27025	proc	other cellular processes | other metabolic processes | carbohydrate metabolic process	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT4G03210	2125437	AT4G03210	plant-type secondary cell wall biogenesis	GO:0009834	10267	proc	other cellular processes	IGI	Publication:501788211|PMID:32005783  	TAIR	10/30/2020 00:00:00
AT4G03210	2125437	AT4G03210	cell wall biogenesis	GO:0042546	13564	proc	other cellular processes	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT4G03210	2125436	AT4G03210.1	extracellular region	GO:0005576	294	comp	extracellular region	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G03210	2125437	AT4G03210	xylem development	GO:0010089	14843	proc	anatomical structure development	IGI	Publication:501788211|PMID:32005783  	TAIR	10/30/2020 00:00:00
AT4G03210	2125437	AT4G03210	xyloglucan:xyloglucosyl transferase activity	GO:0016762	4652	func	transferase activity	ISS	Publication:501707710|PMID:12856951  	TAIR	09/18/2003 00:00:00
AT4G03210	2125437	AT4G03210	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0004553	2781	func	hydrolase activity	IEA	AnalysisReference:501756966		11/22/2022 00:00:00
AT4G03210	2125437	AT4G03210	xyloglucan:xyloglucosyl transferase activity	GO:0016762	4652	func	transferase activity	IEA	AnalysisReference:501756967		11/22/2022 00:00:00
AT4G11240	2128258	AT4G11240	protein serine/threonine phosphatase activity	GO:0004722	3908	func	catalytic activity | hydrolase activity	ISS	Publication:2553|PMID:9617814   	TAIR	02/12/2008 00:00:00
AT4G11240	2128258	AT4G11240	protein serine/threonine phosphatase activity	GO:0004722	3908	func	hydrolase activity | catalytic activity	IDA	Publication:501741364|PMID:21222654  	TAIR	04/19/2011 00:00:00
AT4G11240	2128258	AT4G11240	nucleus	GO:0005634	537	comp	nucleus	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11240	2128258	AT4G11240	protein dephosphorylation	GO:0006470	6878	proc	other cellular processes | other metabolic processes	ISS	Publication:2553|PMID:9617814   	TAIR	11/11/2003 00:00:00
AT4G11240	2128258	AT4G11240	RNA metabolic process	GO:0016070	4899	proc	nucleobase-containing compound metabolic process | other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G11240	2128257	AT4G11240.1	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11240	2128258	AT4G11240	myosin phosphatase activity	GO:0017018	3284	func	hydrolase activity | catalytic activity	IEA	AnalysisReference:501756967		11/26/2022 00:00:00
AT4G11240	2128258	AT4G11240	macromolecule modification	GO:0043412	21458	proc	other metabolic processes	IEA	Publication:501796011|PMID:34562334  		11/14/2022 00:00:00
AT4G11240	2128258	AT4G11240	cytoplasm	GO:0005737	231	comp	cytoplasm	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11240	2128258	AT4G11240	protein serine/threonine phosphatase activity	GO:0004722	3908	func	hydrolase activity | catalytic activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11745	1005716195	AT4G11745	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT4G11745	1005713852	AT4G11745.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11745	1005716195	AT4G11745	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TIGR	09/06/2003 00:00:00
AT4G11750	2139686	AT4G11750.1	cytoplasm	GO:0005737	231	comp	cytoplasm	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11750	2139687	AT4G11750	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT4G11750	2139687	AT4G11750	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TIGR	04/17/2003 00:00:00
AT4G11770	2139722	AT4G11770	biological_process_unknown	GO:0008150	5239	proc	unknown biological processes	ND	Communication:1345790	TIGR	02/01/2022 00:00:00
AT4G11770	2139722	AT4G11770	cellular_component_unknown	GO:0005575	163	comp	unknown cellular components	ND	Communication:1345790	TAIR	02/01/2022 00:00:00
AT4G11770	2139722	AT4G11770	molecular_function_unknown	GO:0003674	3226	func	unknown molecular functions	ND	Communication:1345790	TIGR	04/17/2003 00:00:00
AT4G11820	1005713911	AT4G11820.2	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11820	2137015	AT4G11820	hydroxymethylglutaryl-CoA synthase activity	GO:0004421	2791	func	transferase activity	IGI	Publication:4124|PMID:8566777   	TAIR	03/01/2006 00:00:00
AT4G11820	6532554913	AT4G11820.3	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11820	2137014	AT4G11820.1	plasmodesma	GO:0009506	571	comp	other cellular components	HDA	Publication:501742898|PMID:21533090  		04/07/2021 00:00:00
AT4G11820	2137015	AT4G11820	farnesyl diphosphate biosynthetic process, mevalonate pathway	GO:0010142	15103	proc	biosynthetic process | other metabolic processes | lipid metabolic process | other cellular processes	IBA	Communication:501741973		03/31/2021 00:00:00
AT4G11820	2137015	AT4G11820	isopentenyl diphosphate biosynthetic process, mevalonate pathway	GO:0019287	10526	proc	biosynthetic process | other cellular processes | other metabolic processes | nucleobase-containing compound metabolic process | lipid metabolic process	TAS	Publication:501707059|PMID:12777052  	TAIR	03/01/2006 00:00:00
AT4G11820	2137015	AT4G11820	hydroxymethylglutaryl-CoA synthase activity	GO:0004421	2791	func	transferase activity	ISS	Publication:4124|PMID:8566777   	TAIR	02/10/2004 00:00:00
AT4G11820	2137014	AT4G11820.1	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11820	2137015	AT4G11820	acetyl-CoA metabolic process	GO:0006084	4980	proc	other cellular processes | other metabolic processes | nucleobase-containing compound metabolic process	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11820	2137015	AT4G11820	hydroxymethylglutaryl-CoA synthase activity	GO:0004421	2791	func	transferase activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11845	4010712867	AT4G11845.1	mitochondrion	GO:0005739	486	comp	mitochondrion	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT4G11845	4010713879	AT4G11845	cytosol	GO:0005829	241	comp	cytosol	HDA	Publication:501776792|PMID:28887381  		04/04/2019 00:00:00
AT4G11850	2137045	AT4G11850	membrane lipid metabolic process	GO:0006643	6320	proc	lipid metabolic process | other cellular processes | other metabolic processes	IMP	Publication:501746169|PMID:22163277  	TAIR	01/25/2012 00:00:00
AT4G11850	2137045	AT4G11850	embryo development ending in seed dormancy	GO:0009793	11994	proc	anatomical structure development | reproduction | embryo development | post-embryonic development | multicellular organism development	IMP	Publication:501714637|PMID:15634699  	TAIR	03/07/2007 00:00:00
AT4G11850	2137045	AT4G11850	innate immune response	GO:0045087	11128	proc	response to biotic stimulus | response to external stimulus | response to stress	IDA	Publication:501788858|PMID:32152212  		03/27/2020 00:00:00
AT4G11850	2137045	AT4G11850	phospholipase D activity	GO:0004630	3707	func	hydrolase activity	ISS	Publication:501681754	TAIR	03/29/2003 00:00:00
AT4G11850	2137045	AT4G11850	phospholipid catabolic process	GO:0009395	6740	proc	other metabolic processes | catabolic process | lipid metabolic process | other cellular processes	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11850	2137045	AT4G11850	cytosol	GO:0005829	241	comp	cytosol	HDA	Publication:501776792|PMID:28887381  		04/04/2019 00:00:00
AT4G11850	2137045	AT4G11850	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501730377|PMID:19452453  		10/29/2009 00:00:00
AT4G11850	2137045	AT4G11850	defense response to bacterium	GO:0042742	14972	proc	response to stress | response to external stimulus | response to biotic stimulus	IGI	Publication:501681776|PMID:12182338  	TAIR	12/18/2020 00:00:00
AT4G11850	2137045	AT4G11850	phosphatidylcholine metabolic process	GO:0046470	13390	proc	other metabolic processes | lipid metabolic process | other cellular processes	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT4G11850	2137045	AT4G11850	phosphatidylinositol-4,5-bisphosphate binding	GO:0005546	3675	func	other binding | lipid binding	IDA	Publication:2998|PMID:9353280   	TAIR	08/09/2010 00:00:00
AT4G11850	2137045	AT4G11850	response to oxidative stress	GO:0006979	6625	proc	response to stress	IMP	Publication:501746169|PMID:22163277  	TAIR	01/25/2012 00:00:00
AT4G11850	2137045	AT4G11850	plasma membrane	GO:0005886	570	comp	plasma membrane	HDA	Publication:501750648|PMID:22923678  		04/07/2021 00:00:00
AT4G11850	2137045	AT4G11850	plasma membrane	GO:0005886	570	comp	plasma membrane	IDA	Publication:501788858|PMID:32152212  		03/27/2020 00:00:00
AT4G11850	2137045	AT4G11850	response to aluminum ion	GO:0010044	14700	proc	response to chemical	IMP	Publication:501746169|PMID:22163277  	TAIR	01/25/2012 00:00:00
AT4G11850	2137045	AT4G11850	N-acylphosphatidylethanolamine-specific phospholipase D activity	GO:0070290	31363	func	hydrolase activity	IEA	AnalysisReference:501756967		11/26/2022 00:00:00
AT4G11850	2137045	AT4G11850	plasma membrane	GO:0005886	570	comp	plasma membrane	HDA	Publication:501718909|PMID:16618929  	TAIR	05/12/2021 00:00:00
AT4G11850	2137045	AT4G11850	plasma membrane	GO:0005886	570	comp	plasma membrane	IBA	Communication:501741973		11/23/2022 00:00:00
AT4G11850	2137045	AT4G11850	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501788858|PMID:32152212  		03/27/2020 00:00:00
AT4G11850	2137045	AT4G11850	calcium ion binding	GO:0005509	1755	func	other binding	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT4G11850	2137045	AT4G11850	phospholipase D activity	GO:0004630	3707	func	hydrolase activity	IDA	Publication:2998|PMID:9353280   	TAIR	11/19/2003 00:00:00
AT4G11850	2137045	AT4G11850	phospholipase D activity	GO:0004630	3707	func	hydrolase activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10140	2184118	AT5G10140	protein-containing complex	GO:0032991	26727	comp	other cellular components	IDA	Publication:501718895|PMID:16623882  	TAIR	12/18/2020 00:00:00
AT5G10140	2184118	AT5G10140	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501784591|PMID:30946745  	TAIR	10/16/2020 00:00:00
AT5G10140	4010713098	AT5G10140.2	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10140	2184118	AT5G10140	DNA-binding transcription factor activity	GO:0003700	4449	func	DNA-binding transcription factor activity	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT5G10140	2184117	AT5G10140.1	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10140	6530297748	AT5G10140.4	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10140	2184118	AT5G10140	DNA-binding transcription factor activity	GO:0003700	4449	func	DNA-binding transcription factor activity	ISS	Publication:1345963|PMID:11118137  	TAIR	06/06/2003 00:00:00
AT5G10140	2184118	AT5G10140	protein dimerization activity	GO:0046983	15253	func	protein binding	IEA	AnalysisReference:501756966		11/26/2022 00:00:00
AT5G10140	2184118	AT5G10140	DNA-binding transcription factor activity	GO:0003700	4449	func	DNA-binding transcription factor activity	TAS	Publication:660|PMID:10716723  		02/18/2005 00:00:00
AT5G10140	2184118	AT5G10140	DNA-binding transcription factor activity	GO:0003700	4449	func	DNA-binding transcription factor activity	IDA	Publication:501718962|PMID:16600915  	TAIR	11/10/2006 00:00:00
AT5G10140	2184118	AT5G10140	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	35772	func	DNA-binding transcription factor activity	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10140	2184118	AT5G10140	response to temperature stimulus	GO:0009266	7411	proc	response to abiotic stimulus	IDA	Publication:501761846|PMID:25267112  		03/30/2022 00:00:00
AT5G10140	2184118	AT5G10140	vernalization response	GO:0010048	14835	proc	response to stress | response to abiotic stimulus	IEP	Publication:501714963|PMID:15734903  	TAIR	03/31/2006 00:00:00
AT5G10140	2184118	AT5G10140	negative regulation of flower development	GO:0009910	9312	proc	flower development | post-embryonic development | multicellular organism development | reproduction | anatomical structure development	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10140	2184118	AT5G10140	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501776083|PMID:28650476  		11/22/2022 00:00:00
AT5G10140	2184118	AT5G10140	RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:0000978	35769	func	nucleic acid binding | DNA binding	IBA	Communication:501741973		11/23/2022 00:00:00
AT5G10140	2184118	AT5G10140	protein binding	GO:0005515	3877	func	protein binding	IPI	Publication:501729123|PMID:19011118  		11/22/2022 00:00:00
AT5G10140	5019474476	AT5G10140.3	nucleus	GO:0005634	537	comp	nucleus	ISM	AnalysisReference:501780126		08/31/2018 00:00:00
AT5G10140	2184118	AT5G10140	regulation of circadian rhythm	GO:0042752	14989	proc	circadian rhythm	IMP	Publication:501718541|PMID:16473970  	TAIR	03/31/2006 00:00:00
AT5G10140	2184118	AT5G10140	regulation of photoperiodism, flowering	GO:2000028	35576	proc	multicellular organism development | post-embryonic development | response to light stimulus | reproduction | anatomical structure development	IMP	Publication:501761846|PMID:25267112  		03/30/2022 00:00:00
AT5G10140	2184118	AT5G10140	transcription cis-regulatory region binding	GO:0000976	35767	func	nucleic acid binding | DNA binding	IPI	Publication:501786139|PMID:30356219  		12/18/2020 00:00:00
AT5G10140	2184118	AT5G10140	DNA-binding transcription factor activity	GO:0003700	4449	func	DNA-binding transcription factor activity	ISS	Publication:501707748|PMID:12837945  	TAIR	04/26/2006 00:00:00
